,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_the_most_natural_answer_to_the_question_above,choose_the_most_natural_answer_to_the_question_above:confidence,_created_at,orig__unit_id,_updated_at,choose_the_most_natural_answer_to_the_question_above_gold,choose_the_most_natural_answer_to_the_question_above_gold_reason,would_you_be_able_to_tell_me_what_the_balance_on_my_room_is,Label,Diff,Low_confidence,Low_confidence & diff,both_low_conf_with_diff,high_conf_toby_low_conf_info_desk_with_diff,label_ml,cleaned_sent
442,1811817797,False,finalized,5,7/15/2018 10:43:18,0,1.0,7/13/2018 18:17:10,1810990192,7/13/2018 18:17:10,,,Any idea what these are?,0,0,0,0,0,0,0,any idea what these are
443,1811816729,False,finalized,5,7/16/2018 0:49:24,2,0.826,7/13/2018 18:17:01,1810989089,7/13/2018 18:17:01,,,"I am travelling from Australia, where would I purchase one of these locally?",1,0,0,0,0,0,1,i am travelling from australia where would i purchase one of these locally
444,1811813867,False,finalized,5,7/15/2018 19:20:21,2,0.4126,7/13/2018 18:16:38,1810986153,7/13/2018 18:16:38,,,I need a early check in room do you have any open,1,0,1,0,0,0,1,i need a early check in room do you have any open
445,1811817098,False,finalized,5,7/15/2018 15:01:05,2,1.0,7/13/2018 18:17:04,1810989470,7/13/2018 18:17:04,,,"Hi Ben, where is the fitness center in this building?",1,0,0,0,0,0,1,hi ben where is the fitness center in this building
446,1811814193,False,finalized,5,7/15/2018 8:06:53,0,1.0,7/13/2018 18:16:41,1810986490,7/13/2018 18:16:41,,,Well that's where do brunch and celebrate her bday too...,0,0,0,0,0,0,0,well that s where do brunch and celebrate her bday too
447,1811814090,False,finalized,5,7/15/2018 19:13:03,2,0.5938,7/13/2018 18:16:40,1810986377,7/13/2018 18:16:40,,,"Hi yes, our fight is delayed tomorrow, can we have a late check out?",1,0,1,0,0,0,1,hi yes our fight is delayed tomorrow can we have a late check out
448,1811814003,False,finalized,5,7/15/2018 12:34:13,2,0.4216,7/13/2018 18:16:39,1810986290,7/13/2018 18:16:39,,,Thanks..if need b can we drop off luggage and valet park our car,1,0,1,0,0,0,1,thanks if need b can we drop off luggage and valet park our car
449,1811814494,False,finalized,5,7/16/2018 2:06:34,2,1.0,7/13/2018 18:16:43,1810986800,7/13/2018 18:16:43,,,brand / type of coffee machine do you have inside de room ?,1,0,0,0,0,0,1,brand type of coffee machine do you have inside de room
450,1811818439,False,finalized,5,7/15/2018 7:59:43,2,0.8081,7/13/2018 18:17:16,1810990853,7/13/2018 18:17:16,,,"Hi Butler, how can we get a pizza delivered?",1,0,0,0,0,0,1,hi butler how can we get a pizza delivered
451,1811813240,False,finalized,5,7/14/2018 22:52:32,2,1.0,7/13/2018 18:16:33,1810985509,7/13/2018 18:16:33,,,What time does the bar open upstairs?,1,0,0,0,0,0,1,what time does the bar open upstairs
452,1811816185,False,finalized,5,7/15/2018 20:39:31,2,1.0,7/13/2018 18:16:56,1810988528,7/13/2018 18:16:56,,,Hi I'm staying at your property but not sure how to register my rental car so it doesn't get towed,1,0,0,0,0,0,1,hi i m staying at your property but not sure how to register my rental car so it doesn t get towed
453,1811813183,False,finalized,5,7/14/2018 22:21:24,2,1.0,7/13/2018 18:16:33,1810985450,7/13/2018 18:16:33,,,"Room 638, what time does the bar close?",1,0,0,0,0,0,1,room what time does the bar close
454,1811816581,False,finalized,5,7/15/2018 5:07:40,2,1.0,7/13/2018 18:17:00,1810988934,7/13/2018 18:17:00,,,What time does the office close?,1,0,0,0,0,0,1,what time does the office close
455,1811818483,False,finalized,5,7/15/2018 12:37:38,1,1.0,7/13/2018 18:17:16,1810990897,7/13/2018 18:17:16,,,And can you send up a toothbrush?,0,0,0,0,0,0,0,and can you send up a toothbrush
456,1811816746,False,finalized,5,7/16/2018 3:06:24,0,0.8,7/13/2018 18:17:01,1810989107,7/13/2018 18:17:01,,,What time can we expect?,0,0,0,0,0,0,0,what time can we expect
457,1811818527,False,finalized,5,7/16/2018 3:31:17,2,1.0,7/13/2018 18:17:17,1810990943,7/13/2018 18:17:17,,,Pool opens at what time?,1,0,0,0,0,0,1,pool opens at what time
458,1811816770,False,finalized,5,7/15/2018 18:56:45,3,0.7909,7/13/2018 18:17:01,1810989133,7/13/2018 18:17:01,,,"Also, this may sound stupid but which location did I book?",0,0,0,0,0,0,0,also this may sound stupid but which location did i book
459,1811818128,False,finalized,6,7/15/2018 16:26:26,2,1.0,7/13/2018 18:17:13,1810990537,7/13/2018 18:17:13,,,Is there anywhere to meet the Hornets Players when they go to the game tomorrow?,1,0,0,0,0,0,1,is there anywhere to meet the hornets players when they go to the game tomorrow
460,1811813493,False,finalized,5,7/16/2018 0:32:59,2,0.7944,7/13/2018 18:16:35,1810985772,7/13/2018 18:16:35,,,Also is there a boardwalk with fried dough & ice cream?,1,0,0,0,0,0,1,also is there a boardwalk with fried dough ice cream
461,1811813602,False,finalized,5,7/15/2018 19:00:33,2,1.0,7/13/2018 18:16:36,1810985885,7/13/2018 18:16:36,,,Good morning what time is the breakfast buffet served till and how much does it cost?,1,0,0,0,0,0,1,good morning what time is the breakfast buffet served till and how much does it cost
462,1811818802,False,finalized,7,7/15/2018 5:02:29,2,0.7003,7/13/2018 18:17:19,1810991229,7/13/2018 18:17:19,,,We are now arriving at around 12:45 - 1:00 how is early check in looking??,1,0,0,0,0,0,1,we are now arriving at around how is early check in looking
463,1811815665,False,finalized,5,7/15/2018 8:58:21,2,1.0,7/13/2018 18:16:52,1810988000,7/13/2018 18:16:52,,,Could you tell me is there a coffee maker in our room?,1,0,0,0,0,0,1,could you tell me is there a coffee maker in our room
464,1811814171,False,finalized,6,7/15/2018 9:51:36,0,1.0,7/13/2018 18:16:41,1810986464,7/13/2018 18:16:41,,,Just not sure what time it would be.,0,0,0,0,0,0,0,just not sure what time it would be
465,1811818204,False,finalized,5,7/16/2018 5:00:10,2,0.7982,7/13/2018 18:17:14,1810990614,7/13/2018 18:17:14,,,Is there a little store on site where I could purchase a band aid?,1,0,0,0,0,0,1,is there a little store on site where i could purchase a band aid
466,1811815687,False,finalized,5,7/15/2018 9:53:42,3,0.7989,7/13/2018 18:16:53,1810988022,7/13/2018 18:16:53,,,"Hello, can you confirm that we signed out of our cabana.",0,0,0,0,0,0,0,hello can you confirm that we signed out of our cabana
467,1811815823,False,finalized,5,7/15/2018 11:20:12,3,0.4455,7/13/2018 18:16:54,1810988157,7/13/2018 18:16:54,,,Certainly can I see what the total charges are at this time?,0,0,1,0,0,0,0,certainly can i see what the total charges are at this time
468,1811816607,False,finalized,5,7/15/2018 6:03:19,3,0.6058,7/13/2018 18:17:00,1810988960,7/13/2018 18:17:00,,,iday when there is a room ready to check in?,0,0,1,0,0,0,0,iday when there is a room ready to check in
469,1811818936,False,finalized,5,7/15/2018 7:39:27,0,1.0,7/13/2018 18:17:20,1810991367,7/13/2018 18:17:20,,,is there any in the fridges?,0,0,0,0,0,0,0,is there any in the fridges
470,1811814706,False,finalized,6,7/15/2018 10:17:56,2,0.6774,7/13/2018 18:16:45,1810987018,7/13/2018 18:16:45,,,When can we check in tomorrow please?,1,0,1,0,0,0,1,when can we check in tomorrow please
471,1811819089,False,finalized,5,7/15/2018 10:19:06,2,0.8,7/13/2018 18:17:21,1810991537,7/13/2018 18:17:21,,,"hi, just to double check, do you have an apple tv at the unit (Flat 482,.630 Veterans blvd)?",1,0,0,0,0,0,1,hi just to double check do you have an apple tv at the unit flat veterans blvd
472,1811814253,False,finalized,5,7/15/2018 21:51:22,2,0.8241,7/13/2018 18:16:41,1810986550,7/13/2018 18:16:41,,,"If we get there earlier, can we park, and you hold our luggage?",1,0,0,0,0,0,1,if we get there earlier can we park and you hold our luggage
473,1811815643,False,finalized,5,7/15/2018 5:07:03,2,1.0,7/13/2018 18:16:52,1810987978,7/13/2018 18:16:52,,,And how much for water taxi?,1,0,0,0,0,0,1,and how much for water taxi
474,1811816364,False,finalized,5,7/15/2018 23:47:15,2,0.6308,7/13/2018 18:16:58,1810988713,7/13/2018 18:16:58,,,"If we make other arrangements, can we get a refund?",1,0,1,0,0,0,1,if we make other arrangements can we get a refund
475,1811815858,False,finalized,5,7/15/2018 14:14:05,2,1.0,7/13/2018 18:16:54,1810988194,7/13/2018 18:16:54,,,What time does the band start on the roof,1,0,0,0,0,0,1,what time does the band start on the roof
476,1811818762,False,finalized,5,7/16/2018 2:34:30,0,0.5941,7/13/2018 18:17:19,1810991188,7/13/2018 18:17:19,,,nd I will be glad to reschedule with you directly if that's what is required.,0,0,1,0,0,0,0,nd i will be glad to reschedule with you directly if that s what is required
477,1811816292,False,finalized,5,7/15/2018 15:11:33,0,1.0,7/13/2018 18:16:57,1810988638,7/13/2018 18:16:57,,,Not exactly sure what time we will be there.,0,0,0,0,0,0,0,not exactly sure what time we will be there
478,1811815566,False,finalized,5,7/15/2018 11:17:54,2,1.0,7/13/2018 18:16:52,1810987900,7/13/2018 18:16:52,,,Yes .Thx .Do you provide any transportation from airport ? .If not how much a cab will cost ?,1,0,0,0,0,0,1,yes thx do you provide any transportation from airport if not how much a cab will cost
479,1811816013,False,finalized,5,7/15/2018 6:40:18,2,0.61,7/13/2018 18:16:55,1810988355,7/13/2018 18:16:55,,,I am here where do I leave my bags.,1,0,1,0,0,0,1,i am here where do i leave my bags
480,1811814259,False,finalized,5,7/15/2018 6:20:06,1,1.0,7/13/2018 18:16:41,1810986556,7/13/2018 18:16:41,,,"It is our honey moon, is it possible to put rose pedals in the room?",0,0,0,0,0,0,0,it is our honey moon is it possible to put rose pedals in the room
481,1811814068,False,finalized,5,7/15/2018 21:20:10,2,0.6354,7/13/2018 18:16:40,1810986353,7/13/2018 18:16:40,,,Okay when is the latest I can reserve one of the rooms?,1,0,1,0,0,0,1,okay when is the latest i can reserve one of the rooms
482,1811814096,False,finalized,5,7/15/2018 5:13:38,0,0.6176,7/13/2018 18:16:40,1810986383,7/13/2018 18:16:40,,,:) do you have any more funny Abe Lincoln pictures? :),0,0,1,0,0,0,0,do you have any more funny abe lincoln pictures
483,1811816052,False,finalized,5,7/16/2018 2:21:49,2,0.7971,7/13/2018 18:16:55,1810988395,7/13/2018 18:16:55,,,"we are in town just having lunch, can we check in any time?",1,0,0,0,0,0,1,we are in town just having lunch can we check in any time
484,1811817898,False,finalized,5,7/15/2018 8:36:32,2,0.7961,7/13/2018 18:17:11,1810990299,7/13/2018 18:17:11,,,"Outstanding thus far, do you have a shoe shine person?",1,0,0,0,0,0,1,outstanding thus far do you have a shoe shine person
485,1811815327,False,finalized,5,7/15/2018 19:29:43,1,0.5943,7/13/2018 18:16:50,1810987651,7/13/2018 18:16:50,,,we arrive at 1:30 at the airport— can you make transportation arrangements for us?,0,0,1,0,0,0,0,we arrive at at the airport can you make transportation arrangements for us
486,1811818922,False,finalized,5,7/15/2018 19:00:07,2,0.5905,7/13/2018 18:17:20,1810991352,7/13/2018 18:17:20,,,Wondering how close room is to being ready,1,0,1,0,0,0,1,wondering how close room is to being ready
487,1811813645,False,finalized,5,7/15/2018 14:48:52,3,0.802,7/13/2018 18:16:36,1810985930,7/13/2018 18:16:36,,,Could you please tell me what room we have and when it will be ready?.Thank you!,0,0,0,0,0,0,0,could you please tell me what room we have and when it will be ready thank you
488,1811815279,False,finalized,5,7/15/2018 14:05:49,2,1.0,7/13/2018 18:16:49,1810987601,7/13/2018 18:16:49,,,How much is it for a cabana by the pool ?,1,0,0,0,0,0,1,how much is it for a cabana by the pool
489,1811818101,False,finalized,5,7/15/2018 9:06:58,2,1.0,7/13/2018 18:17:13,1810990510,7/13/2018 18:17:13,,,Is the Wi-Fi in the room complementary or is there a fee?,1,0,0,0,0,0,1,is the wi fi in the room complementary or is there a fee
490,1811813478,False,finalized,5,7/15/2018 14:49:45,2,0.7925,7/13/2018 18:16:35,1810985757,7/13/2018 18:16:35,,,"Hello this is room 716, we were wondering what's your breakfast prices in the shop on ground floor?",1,0,0,0,0,0,1,hello this is room we were wondering what s your breakfast prices in the shop on ground floor
491,1811819004,False,finalized,5,7/15/2018 8:01:23,2,0.8119,7/13/2018 18:17:21,1810991442,7/13/2018 18:17:21,,,"Hi, is there a room available by chance?",1,0,0,0,0,0,1,hi is there a room available by chance
492,1811818352,False,finalized,5,7/15/2018 22:52:48,2,1.0,7/13/2018 18:17:15,1810990763,7/13/2018 18:17:15,,,What time does the club lounge open?,1,0,0,0,0,0,1,what time does the club lounge open
493,1811813353,False,finalized,6,7/15/2018 15:07:12,2,1.0,7/13/2018 18:16:34,1810985625,7/13/2018 18:16:34,,,1136.What time does the breakfast buffet open tomorrow morning,1,0,0,0,0,0,1,what time does the breakfast buffet open tomorrow morning
494,1811818636,False,finalized,5,7/15/2018 14:10:10,0,1.0,7/13/2018 18:17:18,1810991059,7/13/2018 18:17:18,,,"If so, how much?",0,0,0,0,0,0,0,if so how much
495,1811813783,False,finalized,5,7/15/2018 19:17:20,2,0.6243,7/13/2018 18:16:38,1810986067,7/13/2018 18:16:38,,,Do you know how I can get a hold of my username for the wifi ?,1,0,1,0,0,0,1,do you know how i can get a hold of my username for the wifi
496,1811814613,False,finalized,5,7/15/2018 18:18:46,0,0.8091,7/13/2018 18:16:44,1810986922,7/13/2018 18:16:44,,,How does the process work?,0,0,0,0,0,0,0,how does the process work
497,1811818338,False,finalized,5,7/15/2018 18:16:47,2,0.8037,7/13/2018 18:17:15,1810990749,7/13/2018 18:17:15,,,Do you know how long breakfast runs for up at the club lounge?,1,0,0,0,0,0,1,do you know how long breakfast runs for up at the club lounge
498,1811818786,False,finalized,5,7/15/2018 18:17:28,2,1.0,7/13/2018 18:17:19,1810991213,7/13/2018 18:17:19,,,Ruben- where can I go buy good makeup?,1,0,0,0,0,0,1,ruben where can i go buy good makeup
499,1811813447,False,finalized,5,7/15/2018 16:17:00,2,1.0,7/13/2018 18:16:35,1810985724,7/13/2018 18:16:35,,,What time does the story on the 6th floor close?,1,0,0,0,0,0,1,what time does the story on the th floor close
500,1811815488,False,finalized,6,7/15/2018 15:45:08,2,0.8444,7/13/2018 18:16:51,1810987815,7/13/2018 18:16:51,,,Also can you recommend a taxi service?,1,0,0,0,0,0,1,also can you recommend a taxi service
501,1811813417,False,finalized,5,7/16/2018 1:38:04,2,0.7789,7/13/2018 18:16:35,1810985691,7/13/2018 18:16:35,,,Can you please tell me what time breakfast is over room 348,1,0,0,0,0,0,1,can you please tell me what time breakfast is over room
502,1811817640,False,finalized,5,7/15/2018 16:38:18,2,0.7944,7/13/2018 18:17:09,1810990030,7/13/2018 18:17:09,,,Hi there - just wondering how to check in for a stay this evening.,1,0,0,0,0,0,1,hi there just wondering how to check in for a stay this evening
503,1811817568,False,finalized,6,7/15/2018 8:52:51,0,0.6435,7/13/2018 18:17:08,1810989956,7/13/2018 18:17:08,,,when we arrive?! ..,0,0,1,0,0,0,0,when we arrive
504,1811814204,False,finalized,5,7/15/2018 14:02:00,2,0.5962,7/13/2018 18:16:41,1810986501,7/13/2018 18:16:41,,,Do you have any dog bags to pick up her solid waste in the park when we walk??,1,0,1,0,0,0,1,do you have any dog bags to pick up her solid waste in the park when we walk
505,1811814426,False,finalized,5,7/15/2018 18:46:58,1,0.7818,7/13/2018 18:16:42,1810986729,7/13/2018 18:16:42,,,Hi there - can you email me my room receipt?,0,0,0,0,0,0,0,hi there can you email me my room receipt
506,1811817821,False,finalized,5,7/15/2018 20:12:19,0,0.8036,7/13/2018 18:17:10,1810990218,7/13/2018 18:17:10,,,What is it?,0,0,0,0,0,0,0,what is it
507,1811814723,False,finalized,5,7/15/2018 21:36:07,2,0.6205,7/13/2018 18:16:45,1810987035,7/13/2018 18:16:45,,,Will I receive the wrist bands when I check in tommorow?,1,0,1,0,0,0,1,will i receive the wrist bands when i check in tommorow
508,1811815663,False,finalized,5,7/15/2018 18:14:40,3,0.4095,7/13/2018 18:16:52,1810987998,7/13/2018 18:16:52,,,can you please cancel my car this morning?,0,0,1,0,0,0,0,can you please cancel my car this morning
509,1811813753,False,finalized,5,7/15/2018 16:17:23,3,0.6154,7/13/2018 18:16:37,1810986038,7/13/2018 18:16:37,,,Could you tell me how my room is set up?,0,0,1,0,0,0,0,could you tell me how my room is set up
510,1811819157,False,finalized,5,7/15/2018 10:48:12,2,1.0,7/13/2018 18:17:22,1810991615,7/13/2018 18:17:22,,,How can we access the mailbox?,1,0,0,0,0,0,1,how can we access the mailbox
511,1811819149,False,finalized,5,7/15/2018 20:47:33,2,0.5906,7/13/2018 18:17:22,1810991606,7/13/2018 18:17:22,,,"Hi this is Fei, could you help me check is there any locket code ?",1,0,1,0,0,0,1,hi this is fei could you help me check is there any locket code
512,1811814927,False,finalized,5,7/15/2018 7:59:43,2,0.8119,7/13/2018 18:16:46,1810987242,7/13/2018 18:16:46,,,I was wondering what time we can check in.,1,0,0,0,0,0,1,i was wondering what time we can check in
513,1811815802,False,finalized,5,7/16/2018 0:11:02,2,1.0,7/13/2018 18:16:53,1810988136,7/13/2018 18:16:53,,,"Hello, how much is the pick up at the airport for your hotel ?",1,0,0,0,0,0,1,hello how much is the pick up at the airport for your hotel
514,1811817210,False,finalized,6,7/15/2018 14:32:50,2,0.6613,7/13/2018 18:17:05,1810989585,7/13/2018 18:17:05,,,"We'll be there after crossing MS150 finish line, can we check in around 130?",1,0,1,0,0,0,1,we ll be there after crossing ms finish line can we check in around
515,1811818476,False,finalized,5,7/15/2018 18:06:23,1,0.6139,7/13/2018 18:17:16,1810990890,7/13/2018 18:17:16,,,Can you text me when it is here?,0,0,1,0,0,0,0,can you text me when it is here
